City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
349,Half Moon Bay,US,61.0,mist,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
350,Vikhorevka,RU,64.4,broken clouds,56.12,101.16,Pansionat Sosnovyye Rodniki
355,Harper,LR,79.02,light rain,4.38,-7.72,Screensaver
356,Buala,SB,81.27,overcast clouds,-8.14,159.59,Maringe Lagoon Lodge
358,Jipijapa,EC,69.8,overcast clouds,-1.33,-80.58,Los Ceibos Internacional
359,Ibiapina,BR,84.6,few clouds,-3.92,-40.89,Hotel Pinheiro
360,Padang,ID,79.95,moderate rain,-0.95,100.35,Mercure Padang
362,Ibaiti,BR,55.99,clear sky,-23.85,-50.19,Hotel Moraes
363,Belonia,IN,76.78,overcast clouds,23.25,91.45,Suryasen Hostel (BKI)
364,Sisimiut,GL,51.17,few clouds,66.94,-53.67,Hotel Sisimiut
367,Tomatlan,MX,78.37,clear sky,19.93,-105.25,Norma franco
369,Ishigaki,JP,83.46,moderate rain,24.34,124.16,Hotel Peace Land Ishigakijima
371,Mitchell,US,73.4,clear sky,43.71,-98.03,Kelly Inn & Suites
372,Broome,US,75.0,clear sky,42.25,-75.83,Chenango Valley State Park
373,Iquitos,PE,62.6,overcast clouds,-3.75,-73.25,Cortez Malaga Techy Caroly
374,Havoysund,NO,68.0,scattered clouds,71.0,24.66,Arctic View Glamping & Restaurant
375,Caravelas,BR,71.15,light rain,-17.71,-39.25,Pousada dos Navegantes
376,Izumo,JP,80.6,broken clouds,35.37,132.77,Toyoko-Inn Izumoshi ekimae
377,Cabo San Lucas,MX,80.01,scattered clouds,22.89,-109.91,Hotel Tesoro Los Cabos
379,Darhan,MN,61.39,clear sky,49.49,105.92,Buudai Hotel
380,Shirgaon,IN,81.84,light rain,19.7,72.7,LAXMI GARDEN BEACH RESORT
381,Constitucion,CL,58.59,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
383,Berezovyy,RU,60.48,light rain,51.67,135.7,"Hotel ""Phoenix"""
384,Tahoua,NE,87.8,broken clouds,14.89,5.27,Bungalows Guesthouse
385,Inca,ES,87.8,few clouds,39.72,2.91,Cas Comte Suites & Spa
386,Kavaratti,IN,83.23,few clouds,10.57,72.64,Bismillah Hotel And Lodging
387,Partenit,UA,75.85,few clouds,44.58,34.34,Приватотель
388,Richards Bay,ZA,76.32,clear sky,-28.78,32.04,BON Hotel Waterfront Richards Bay
389,Saldanha,ZA,68.0,clear sky,-33.01,17.94,Blue Bay Lodge
390,Isangel,VU,73.83,clear sky,-19.55,169.27,Volcano Sea View Tree House
394,Hambantota,LK,82.4,scattered clouds,6.12,81.12,Bungalow 63
395,Lagoa,PT,71.37,clear sky,39.05,-27.98,Casa Das Faias
397,Kuytun,RU,56.3,scattered clouds,54.34,101.5,Gostinitsa Tsentral'naya
398,Kavieng,PG,81.84,light rain,-2.57,150.8,Nusa Island Retreat
399,Kpandae,GH,82.8,moderate rain,8.47,-0.01,S. Amaski Guest House
400,Bonthe,SL,80.55,moderate rain,7.53,-12.51,Bonthe Holiday Village
401,Takoradi,GH,80.49,few clouds,4.88,-1.76,Raybow International Hotel
403,Mora,CM,89.6,scattered clouds,11.05,14.14,Hotel Emergence
404,Rongcheng,CN,79.2,overcast clouds,30.63,117.85,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
405,Karwar,IN,79.12,light rain,14.8,74.13,Netalco Connects
406,Boyolangu,ID,74.98,overcast clouds,-8.12,111.89,Yos ega cv
408,Sambava,MG,74.52,scattered clouds,-14.27,50.17,Melrose
409,Itaituba,BR,86.0,clear sky,-4.28,-55.98,Hotel Campos
410,Wajir,KE,89.6,broken clouds,1.75,40.06,Al- Amin lodge
411,Yabelo,ET,70.93,overcast clouds,4.88,38.08,Asnakech W/michael
412,Vanavara,RU,60.82,clear sky,60.34,102.28,Russia
413,Toktogul,KG,73.31,clear sky,41.87,72.94,KAGAN
414,Birkeland,NO,62.6,light intensity shower rain,58.33,8.23,Hawai bobilcamping
416,Prince Rupert,CA,57.2,light rain,54.32,-130.32,Crest Hotel
417,Pokhara,NP,72.16,light rain,28.23,83.98,Hotel View Point
418,Karaton,ID,80.6,few clouds,-6.34,106.1,Parkir Mobil Wisata CAS Water Park
419,Pontes E Lacerda,BR,57.15,overcast clouds,-15.23,-59.34,Hotel Bressan
421,Manado,ID,80.6,few clouds,1.49,124.85,Aryaduta Hotel
422,Olafsvik,IS,52.52,clear sky,64.89,-23.71,Hotel Olafsvik
423,San Felipe,VE,81.9,few clouds,10.34,-68.74,Posada Llovizna Rodríguez
424,Jumla,NP,62.89,light rain,29.27,82.18,Hotel Sundar Rara Karnali
426,Brae,GB,55.4,broken clouds,60.4,-1.35,Busta House Hotel
427,Liwale,TZ,81.64,overcast clouds,-9.77,37.93,Samoma Lodge
428,Medvedovskaya,RU,81.0,scattered clouds,45.45,39.03,Gostinnitsa
429,Mahajanga,MG,80.6,few clouds,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
430,Never,FR,77.0,overcast clouds,46.99,3.16,Hôtel Kyriad
431,Lehigh Acres,US,79.0,clear sky,26.63,-81.62,Lehigh Resort Club
432,Megion,RU,57.2,scattered clouds,61.03,76.11,Komfort Hotel
434,Chuy,UY,54.07,clear sky,-33.7,-53.46,Nuevo Hotel Plaza
435,Long,TH,75.36,moderate rain,18.08,99.83,Nopphakoe Homestay
438,Russell,US,78.8,broken clouds,32.35,-85.2,Macs
439,Ambon,ID,77.0,scattered clouds,-3.7,128.18,Swiss-Belhotel Ambon
441,Lake Charles,US,82.99,clear sky,30.21,-93.2,La Quinta Inn & Suites by Wyndham Lake Charles Casino Area
442,Muros,ES,71.01,broken clouds,42.78,-9.06,Apartment Av. Castelao
443,Kidderminster,GB,66.0,light rain,52.39,-2.25,Gainsborough House Hotel
444,Darovskoy,RU,67.37,clear sky,58.77,47.96,"Hotel ""Central"""
445,Nemuro,JP,60.17,scattered clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
446,Cockburn Town,TC,83.97,clear sky,21.46,-71.14,Osprey Beach Hotel
447,Comodoro Rivadavia,AR,60.8,clear sky,-45.87,-67.5,Austral Hotel
449,Pudozh,RU,73.04,broken clouds,61.81,36.53,Guest-House na Transportnoy
450,Nome,US,51.8,overcast clouds,64.5,-165.41,Dredge 7 Inn
451,Rantauprapat,ID,75.06,overcast clouds,2.1,99.83,Permata Land Hotel & Resort
452,Huilong,CN,86.0,clear sky,31.81,121.66,Hilton Garden Inn Qidong
455,Hirara,JP,81.86,moderate rain,24.8,125.28,Hotel Atoll Emerald Miyakojima
456,Xiamen,CN,86.0,broken clouds,24.48,118.08,厦门马哥孛罗东方大酒店
459,Limbang,MY,84.2,thunderstorm with light rain,4.75,115.0,Purnama Hotel
461,Beachwood,US,80.01,clear sky,41.46,-81.51,DoubleTree by Hilton Hotel Cleveland East Beachwood
464,Belmonte,BR,73.4,overcast clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
465,Chardara,KZ,86.7,clear sky,41.25,67.97,Жанаргул
466,Luanda,AO,73.4,broken clouds,-8.84,13.23,EPIC SANA Luanda
467,Akranes,IS,57.2,few clouds,64.32,-22.07,Akra Guesthouse
468,Marawi,PH,77.0,light rain,8.0,124.29,Salihmaruhom
469,Lata,PT,84.99,clear sky,40.16,-8.33,Casa Maquia
471,Port Macquarie,AU,54.0,clear sky,-31.43,152.92,Rydges Port Macquarie
472,Marechal Floriano,BR,71.6,light rain,-20.41,-40.68,Pousada Recanto Primata
474,Rawson,AR,56.93,clear sky,-43.3,-65.1,Hotel Punta León
477,Kuching,MY,78.8,scattered clouds,1.55,110.33,Hilton Kuching
478,Dharchula,IN,71.6,light rain,29.85,80.53,Mahara Hotel
482,Mnogovershinnyy,RU,50.95,overcast clouds,53.94,139.92,Kvartsevaya Sopka
483,Bocaiuva,BR,77.0,broken clouds,-17.11,-43.81,Hotel Maxim's
487,Binga,ZW,77.61,clear sky,-17.62,27.34,Lakeview Inn Binga
488,Bunia,CD,77.56,light rain,1.57,30.25,Gold Star International Hotel
489,Chino Valley,US,71.01,clear sky,34.76,-112.45,Primrose Inn & Suites
492,Labuhan,ID,80.46,broken clouds,-6.88,112.21,bador sepret
493,Birobidzhan,RU,64.35,overcast clouds,48.8,132.95,Hotel Central (Vostok)
494,Ust-Uda,RU,56.71,clear sky,54.17,103.03,Gostinitsa Ust'-Uda Shans
495,Shache,CN,79.21,clear sky,38.42,77.24,Delong Hotel
497,Samarai,PG,76.57,overcast clouds,-10.62,150.67,Nuli Sapi
499,Bambanglipuro,ID,75.76,scattered clouds,-7.95,110.28,Puri Brata
500,Dolores,AR,52.57,clear sky,-36.31,-57.68,Apart Hotel - Arianos
502,Mastic Beach,US,80.6,clear sky,40.77,-72.85,Brushwood House by Smith Point Beach
503,Barrhead,GB,66.2,few clouds,55.8,-4.39,Abbey Inn
504,Shuangyang,CN,66.2,overcast clouds,43.52,125.67,Boutique Chatelet
505,Lincoln,US,78.01,clear sky,40.8,-96.67,Courtyard by Marriott Lincoln Downtown/Haymarket
506,Zeya,RU,57.9,clear sky,53.75,127.27,Kapital Inn
507,Bonnyville,CA,62.6,overcast clouds,54.27,-110.73,Best Western Bonnyville Inn & Suites
508,Baker City,US,57.2,clear sky,44.77,-117.83,Bridge Street Inn
509,Hofn,IS,55.4,scattered clouds,64.25,-15.21,Hótel Höfn
510,Polczyn-Zdroj,PL,79.0,light rain,53.76,16.1,NATURA PARK dawniej Skaut
512,Manta,EC,69.8,light intensity drizzle,-0.95,-80.73,Balandra Hotel
513,Saint-Pierre,RE,71.6,clear sky,-21.34,55.48,Lindsey Hôtel
514,Ambilobe,MG,81.86,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
515,Ajmer,IN,82.13,light rain,26.45,74.63,Hotel Regal
516,Mana,GF,86.13,light rain,5.66,-53.78,LE SAMANA
517,Byron Bay,AU,55.4,clear sky,-28.65,153.62,Backpackers Inn on the Beach
518,Naze,JP,82.4,overcast clouds,28.37,129.48,奄美ポートタワーホテル
519,Souillac,MU,73.4,shower rain,-20.52,57.52,Bils' Villa
520,Yeovil,GB,69.01,overcast clouds,50.94,-2.63,The Yeovil Court Hotel
521,Taunggyi,MM,65.79,light rain,20.78,97.03,True Treasure Hotel
522,Prince George,CA,52.0,overcast clouds,53.92,-122.75,Canadas Best Value Inn Prince George
523,Staroaleyskoye,RU,61.84,overcast clouds,51.01,82.0,"Gostinitsa ""Uyut"""
524,La Asuncion,VE,84.2,overcast clouds,11.03,-63.86,Colinas de Matasiete
525,Pichucalco,MX,80.6,scattered clouds,17.52,-93.07,Hotel Las Ranas
526,Springdale,US,75.0,clear sky,36.19,-94.13,Springdale Inn
527,Puerto Princesa,PH,80.94,overcast clouds,9.74,118.74,Deep Forest Garden Inn
528,Osoyoos,CA,61.0,clear sky,49.03,-119.45,Watermark Beach Resort Hotel
531,La Libertad,EC,68.0,overcast clouds,-2.23,-80.9,Playa Canela Hotel Boutique
533,Xuddur,SO,84.67,overcast clouds,4.12,43.89,Banjanay Hotel
534,Brande,DK,70.0,light rain,55.94,9.12,Hotel Dalgas
535,Chaohu,CN,77.0,thunderstorm with light rain,31.6,117.87,Shell Hefei Chaohu Railway Station Wanda Plaza Hotel
536,Matamoros,MX,78.8,few clouds,25.53,-103.25,Recreativo Sabdy Briseidy
537,Maldonado,UY,55.4,clear sky,-34.67,-54.92,La Cimarrona
538,Santa Rosa,PH,84.99,broken clouds,14.31,121.11,Amethyst Econotel
539,Rocha,UY,56.98,clear sky,-34.48,-54.33,Beleza Pura B&B
540,Kamina,CD,89.38,broken clouds,-8.74,24.99,Guest House la Grace
541,Bourail,NC,66.2,clear sky,-21.57,165.48,Nekweta
543,Lethem,GY,88.0,clear sky,3.38,-59.8,Savannah Inn
544,Salinopolis,BR,85.17,clear sky,-0.61,-47.36,Hotel Salinópolis
545,Boa Vista,BR,87.8,few clouds,2.82,-60.67,Aipana Plaza Hotel
546,Nouadhibou,MR,84.2,clear sky,20.93,-17.03,El Medina
548,Anloga,GH,80.6,scattered clouds,5.79,0.9,Dey Lodge
549,Mozzozzin,PH,79.36,overcast clouds,17.45,121.75,Lot lot hotel
550,Malindi,KE,80.6,broken clouds,-3.22,40.12,African House Resort
551,Chabahar,IR,89.6,scattered clouds,25.29,60.64,هتل گدروشیا
553,Aklavik,CA,50.0,overcast clouds,68.22,-135.01,Aklavik Inn
555,Bluefield,US,73.0,overcast clouds,37.27,-81.22,Economy Inn
556,Lompoc,US,60.8,overcast clouds,34.64,-120.46,Holiday Inn Express Lompoc
558,Svetlogorsk,BY,72.73,scattered clouds,52.63,29.73,Hotel Svetlogorsk JBIK
559,Sukhothai,TH,76.89,overcast clouds,17.25,99.67,ที่ทำการกำนันตำบลเมืองบางขลัง
560,Buin,CL,66.99,clear sky,-33.73,-70.75,Paihuen
561,Presidente Epitacio,BR,62.01,clear sky,-21.76,-52.12,Hotel Itaverá
562,Vinh,VN,80.85,few clouds,18.67,105.67,Hotels Shanghai
563,Santa Cruz,BO,55.4,broken clouds,-17.8,-63.17,Hotel Cortez
564,Banda Aceh,ID,80.11,moderate rain,5.56,95.32,OYO 884 Rumoh PMI Hotel
565,Bardejov,SK,84.2,clear sky,49.29,21.27,Hotel ARTIN
566,Nara,JP,78.01,light rain,34.69,135.8,Guesthouse Nara Komachi
567,Zharkent,KZ,77.63,overcast clouds,44.16,80.0,гостиница Satti
568,Rorvik,NO,61.29,moderate rain,64.86,11.24,Hagaheim Seafishing
569,Neiafu,TO,77.0,few clouds,-18.65,-173.98,Mystic Sands
570,La Orilla,MX,78.39,broken clouds,17.98,-102.23,Baymont by Wyndham Lazaro Cardenas
571,Salalah,OM,78.8,overcast clouds,17.02,54.09,HAMDAN PLAZA HOTEL
572,Laguna,US,68.0,clear sky,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
573,Kulu,TR,81.07,clear sky,39.1,33.08,Kapadokya Motel
574,Gryazovets,RU,71.35,clear sky,58.88,40.25,Hotel Druzhba
576,Lac Du Bonnet,CA,68.0,scattered clouds,50.25,-96.06,Casey's Inn Motor Hotel
577,Maceio,BR,78.8,broken clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
578,Kota Belud,MY,77.0,thunderstorm,6.35,116.43,Tang Dynasty Lodge Kota Belud
579,Phan Thiet,VN,79.43,broken clouds,10.93,108.1,Hotel Saigon-PT
580,San Ignacio,BZ,82.4,few clouds,17.16,-89.07,Rainforest Haven Inn
581,Kwinana,AU,62.01,scattered clouds,-32.25,115.77,Devon House
582,Tocopilla,CL,65.34,clear sky,-22.09,-70.2,Hotel Galvarino
583,Huarmey,PE,64.54,clear sky,-10.07,-78.15,Hotel Miramar
585,Gagino,RU,64.26,overcast clouds,55.23,45.03,Mini-Otel'
587,Qiongshan,CN,78.8,clear sky,20.01,110.35,Sun City Restaurant
588,Sadri,IN,81.5,heavy intensity rain,25.18,73.43,Chandra Hill Resort
589,Akyab,MM,81.86,overcast clouds,20.15,92.9,Hotel Memory
594,Hoquiam,US,55.99,clear sky,46.98,-123.89,Econo Lodge Inn & Suites
595,Mandera,KE,89.89,overcast clouds,3.94,41.87,Kornesh Hotel and Lodging
596,Zhuanghe,CN,73.0,overcast clouds,39.7,122.99,Hanting Express Dalian Zhuanghe Qiansheng
597,Dharmadam,IN,80.6,scattered clouds,11.78,75.43,Samudra Homes
598,Chapais,CA,57.2,overcast clouds,49.78,-74.85,Hôtel Opémiska
600,Makakilo City,US,77.0,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
601,Cangucu,BR,59.0,clear sky,-31.39,-52.68,Hotel Telesca
603,Loding,NO,62.6,light intensity shower rain,67.3,14.75,Arctic Kramer
604,Lubao,PH,84.99,moderate rain,14.92,120.55,Hacienda Gracia
605,Magistralnyy,RU,56.93,overcast clouds,56.17,107.45,Магистраль
606,Santa Fe,AR,60.01,clear sky,-31.63,-60.7,Conquistador Hotel
608,Vila Do Maio,CV,84.2,scattered clouds,15.13,-23.22,Residence 'I Delfini'
609,Gannan,CN,63.63,overcast clouds,47.91,123.5,Gannan Supply and Marketing Cooperatives Hostel
611,Champerico,GT,77.0,broken clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
612,Ojinaga,MX,84.2,clear sky,29.57,-104.42,Suites Las Palmas
613,Oktyabrskiy,RU,60.51,light rain,54.48,53.47,Уязы-Тау гостиница
614,Nantucket,US,75.2,clear sky,41.28,-70.1,Jared Coffin House
615,Ponta Delgada,PT,77.0,few clouds,37.73,-25.67,Vila Nova Hotel
616,Le Port,RE,71.6,scattered clouds,-20.94,55.29,Villa Maido
618,Mahina,PF,71.6,few clouds,-17.51,-149.49,Guest Beach Bungalow Tahiti
619,Fairbanks,US,53.6,overcast clouds,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
620,Amahai,ID,77.07,light rain,-3.33,128.92,Peternakan Ayam Bangkok Manisso
621,Uyemskiy,RU,77.0,scattered clouds,64.47,40.85,Malyye Karely
624,Atambua,ID,68.79,clear sky,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
625,Lakshmipur,BD,79.75,overcast clouds,22.95,90.83,Khalekgonjo Sufi Rowson Ali Dakhil Madrasha
626,Houma,US,84.99,clear sky,29.6,-90.72,Courtyard by Marriott Houma
627,Ocos,GT,77.0,overcast clouds,14.51,-92.19,La Bajadita
628,Bratsk,RU,64.4,clear sky,56.13,101.61,Shvedka
629,Wana,PK,80.08,light rain,32.3,69.57,Rest House at Wana Camp
630,Matara,LK,80.01,overcast clouds,5.95,80.54,Amaloh Boutique Resort
631,Nortelandia,BR,67.53,clear sky,-14.45,-56.8,Hotel Karysmã
632,Moussoro,TD,88.05,overcast clouds,13.64,16.49,Pharmacie alnadja Moussoro
633,Puerto Baquerizo Moreno,EC,65.71,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
635,Barao De Melgaco,BR,57.2,broken clouds,-16.19,-55.97,Tuiuiu Pantanal Hotel
637,Puerto Madryn,AR,58.5,clear sky,-42.77,-65.04,Hotel Tolosa
638,Alyangula,AU,62.6,clear sky,-13.85,136.42,Groote Eylandt Lodge
639,Springfield,US,77.0,clear sky,37.22,-93.3,Best Western Route 66 Rail Haven
640,Yerofey Pavlovich,RU,54.18,clear sky,53.97,121.97,lounges and warm parking
641,Sibu,MY,77.0,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
645,Murud,IN,80.46,moderate rain,18.33,72.97,On Point Plaza
646,Baracoa,CU,84.16,light rain,20.35,-74.5,Hostal Rio Miel
647,Talas,TR,75.2,broken clouds,38.69,35.55,Fimaj Residence
649,Sarangani,PH,84.04,clear sky,5.4,125.46,Ballistic Islet
651,Manakara,MG,71.65,clear sky,-22.13,48.02,La Residence Manakara
653,Vizinga,RU,66.97,scattered clouds,61.07,50.1,"Gostinitsa ""Nadezhda"""
654,Biu,NG,79.7,broken clouds,10.61,12.19,EYN LCC MANDARAGIRAU
655,Botou,CN,68.67,clear sky,38.07,116.57,Hanting Hotel Huanghua City Hall
658,Katobu,ID,73.04,overcast clouds,-4.94,122.53,La Ode Husein
659,Sulphur Springs,US,82.0,clear sky,33.14,-95.6,Clarion Pointe Sulphur Springs
661,Campbell River,CA,51.01,broken clouds,50.02,-125.24,Ramada by Wyndham Campbell River
662,Tanabe,JP,78.01,light rain,33.73,135.37,美吉屋旅館
663,Kisangani,CD,84.2,broken clouds,0.52,25.2,Grand Ramela Hotel
664,Urgut,UZ,89.6,clear sky,39.4,67.24,Qora tepa
665,Pacific Grove,US,62.6,haze,36.62,-121.92,Lovers Point Inn
666,Tikapur,NP,81.0,light rain,28.5,81.13,BANANA AGRO RESORT
667,Port-Gentil,GA,82.4,overcast clouds,-0.72,8.78,Fengshui Residence
669,Verkhnyaya Toyma,RU,74.32,few clouds,62.23,45.0,Gostinitsa
670,Chunskiy,RU,62.51,overcast clouds,56.08,99.63,Odisseya
672,Ukiah,US,60.8,clear sky,39.15,-123.21,Hampton Inn Ukiah
674,Gat,IL,88.0,clear sky,31.61,34.76,רגע בנחת
675,Piritiba,BR,78.42,scattered clouds,-11.73,-40.56,Pousada Capim Guine
676,High Rock,BS,87.8,scattered clouds,26.62,-78.28,Ocean Pearl Bonefishing Resort
678,Carutapera,BR,86.72,clear sky,-1.2,-46.02,Lidera
679,Porto Murtinho,BR,58.84,clear sky,-21.7,-57.88,Hotel Pantanal
680,Kijang,KR,80.6,broken clouds,35.24,129.21,Brown Dot Gijang Yeonhwari
684,Kaohsiung,TW,81.0,broken clouds,22.62,120.31,Kindness Hotel
685,Hualmay,PE,63.41,few clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
686,Alice Town,BS,83.59,light rain,25.72,-79.3,Bimini Big Game Club Resort & Marina
688,Liberal,US,69.8,clear sky,37.04,-100.92,Hampton Inn & Suites Liberal
690,Ambanja,MG,79.81,scattered clouds,-13.68,48.45,Hotel Marrakech
692,Price,US,69.8,clear sky,39.6,-110.81,National 9 - Price River Inn
693,Terrace Bay,CA,62.6,broken clouds,48.78,-87.1,Drifters Motel & Restaurant
694,Bloomsburg,US,81.0,few clouds,41.0,-76.45,Hampton Inn Bloomsburg
695,Karratha,AU,71.06,clear sky,-20.74,116.85,ibis Styles Karratha
696,Copiapo,CL,53.6,overcast clouds,-27.37,-70.33,Antay Casino Hotel
698,Wilmington,US,84.0,clear sky,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
699,Tornio,FI,66.2,broken clouds,65.85,24.15,Park Hotel Tornio
700,Santo Domingo,DO,86.0,scattered clouds,18.5,-69.99,Micro Hotel Condo Suites
701,Sola,VU,80.19,overcast clouds,-13.88,167.55,Leumerus Bungalows
