City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
233,Saint-Augustin,51.23,-58.65,63.1,64,96,6.64,CA,2020-08-22 14:22:07,overcast clouds
234,Te Anau,-45.42,167.72,40.5,89,100,0.38,NZ,2020-08-22 14:17:44,overcast clouds
235,Upernavik,72.79,-56.15,44.15,71,83,7.2,GL,2020-08-22 14:22:08,broken clouds
236,Miandrivazo,-19.52,45.47,92.55,13,0,5.3,MG,2020-08-22 14:22:08,clear sky
237,Husavik,66.04,-17.34,53.6,58,47,9.17,IS,2020-08-22 14:18:04,scattered clouds
238,Beyneu,45.32,55.2,76.1,37,100,11.05,KZ,2020-08-22 14:22:08,overcast clouds
239,Clyde River,70.47,-68.59,47.12,76,69,7.18,CA,2020-08-22 14:17:55,broken clouds
240,Vidim,56.41,103.11,60.55,65,64,1.7,RU,2020-08-22 14:22:08,broken clouds
241,Gao,16.64,1.64,95.85,33,45,10.16,ML,2020-08-22 14:22:08,scattered clouds
242,Bonavista,48.65,-53.11,66.0,63,0,4.0,CA,2020-08-22 14:22:08,clear sky
243,Bathsheba,13.22,-59.52,87.8,70,40,14.99,BB,2020-08-22 14:18:05,scattered clouds
244,Viramgam,23.12,72.05,82.4,94,90,6.93,IN,2020-08-22 14:22:08,mist
245,Ixtapa,20.7,-105.2,78.8,94,40,3.36,MX,2020-08-22 14:17:45,scattered clouds
246,Puerto Quijarro,-17.78,-57.77,56.98,53,95,4.32,BO,2020-08-22 14:22:09,overcast clouds
247,Eyl,7.98,49.82,85.55,51,100,27.31,SO,2020-08-22 14:22:09,overcast clouds
248,Vicksburg,32.35,-90.88,78.8,88,1,3.15,US,2020-08-22 14:22:09,clear sky
249,Tessalit,20.2,1.01,109.6,8,0,15.1,ML,2020-08-22 14:22:09,clear sky
250,Pindi Bhattian,31.9,73.27,93.2,47,3,4.56,PK,2020-08-22 14:22:09,clear sky
251,Tura,25.52,90.22,74.88,93,16,5.48,IN,2020-08-22 14:22:09,few clouds
252,Rio Gallegos,-51.62,-69.22,42.8,67,75,19.46,AR,2020-08-22 14:22:09,broken clouds
253,Nagar Karnul,16.48,78.32,78.84,80,100,5.68,IN,2020-08-22 14:22:09,overcast clouds
254,Nanortalik,60.14,-45.24,48.36,67,30,3.06,GL,2020-08-22 14:17:24,scattered clouds
255,Mount Pleasant,32.79,-79.86,82.99,78,1,2.01,US,2020-08-22 14:19:39,clear sky
256,Seoul,37.57,126.98,73.4,94,90,2.35,KR,2020-08-22 14:20:36,moderate rain
257,Chelmza,53.18,18.6,78.01,88,40,9.17,PL,2020-08-22 14:22:10,light intensity shower rain
258,Havre,49.58,0.33,72.0,72,96,17.22,FR,2020-08-22 14:22:10,overcast clouds
259,Khamgaon,20.68,76.57,77.27,89,100,8.39,IN,2020-08-22 14:22:10,moderate rain
260,Mayo,38.89,-76.51,77.0,94,90,3.36,US,2020-08-22 14:22:10,overcast clouds
261,Hobyo,5.35,48.53,78.8,71,64,30.98,SO,2020-08-22 14:22:10,broken clouds
262,Slave Lake,55.28,-114.77,55.4,93,90,6.93,CA,2020-08-22 14:22:10,mist
263,The Valley,18.22,-63.06,78.8,88,75,20.8,AI,2020-08-22 14:22:10,shower rain
264,Severo-Kurilsk,50.68,156.12,49.62,88,24,11.9,RU,2020-08-22 14:22:11,few clouds
265,Estelle,29.85,-90.11,86.0,70,0,1.01,US,2020-08-22 14:20:19,clear sky
266,Ketchikan,55.34,-131.65,57.2,100,90,4.7,US,2020-08-22 14:22:11,light rain
267,Inhambane,-23.86,35.38,77.0,47,20,5.82,MZ,2020-08-22 14:22:11,few clouds
268,Henties Bay,-22.12,14.28,77.0,36,0,14.09,NA,2020-08-22 14:22:11,clear sky
269,Yanam,16.73,82.22,80.6,88,75,6.93,IN,2020-08-22 14:22:11,broken clouds
270,Solnechnyy,50.72,136.63,59.59,83,77,3.91,RU,2020-08-22 14:18:13,broken clouds
271,Staryy Nadym,65.61,72.68,59.13,71,40,12.21,RU,2020-08-22 14:22:11,scattered clouds
272,Amberieu-En-Bugey,45.96,5.34,84.2,42,0,6.93,FR,2020-08-22 14:22:11,clear sky
273,Alice Springs,-23.7,133.88,51.8,37,0,7.47,AU,2020-08-22 14:19:15,clear sky
274,Roma,43.21,-75.46,72.0,77,20,2.86,US,2020-08-22 14:22:12,few clouds
275,Merritt,50.11,-120.79,60.8,72,1,16.11,CA,2020-08-22 14:22:12,clear sky
276,Kargil,34.57,76.1,68.41,22,9,2.89,IN,2020-08-22 14:22:12,clear sky
277,Panguna,-6.32,155.48,68.59,98,100,0.92,PG,2020-08-22 14:22:12,overcast clouds
278,San Quintin,30.48,-115.95,77.13,69,0,9.55,MX,2020-08-22 14:22:12,clear sky
279,Esik,43.36,77.45,82.4,28,75,2.24,KZ,2020-08-22 14:22:12,smoke
280,Alofi,-19.06,-169.92,75.2,94,15,4.7,NU,2020-08-22 14:18:07,few clouds
281,Pisco,-13.7,-76.22,60.8,87,90,5.82,PE,2020-08-22 14:17:45,mist
282,La Ronge,55.1,-105.28,59.0,87,90,11.41,CA,2020-08-22 14:22:13,overcast clouds
283,Kapit,2.02,112.93,77.36,92,100,1.81,MY,2020-08-22 14:22:13,light rain
284,Mbanza-Ngungu,-5.25,14.87,89.29,37,95,5.17,CD,2020-08-22 14:22:13,overcast clouds
285,Tiksi,71.69,128.87,40.66,91,100,5.61,RU,2020-08-22 14:22:13,light rain
286,Southbridge,42.08,-72.03,81.0,56,100,3.0,US,2020-08-22 14:22:13,overcast clouds
287,Novobirilyussy,56.95,90.67,55.36,88,77,5.93,RU,2020-08-22 14:22:13,light rain
288,Xining,36.62,101.77,56.89,83,100,3.85,CN,2020-08-22 14:22:13,heavy intensity rain
289,Berlevag,70.86,29.09,63.55,69,36,28.86,NO,2020-08-22 14:17:39,scattered clouds
290,Flinders,-34.58,150.86,51.01,60,63,18.01,AU,2020-08-22 14:22:14,broken clouds
291,Nyagan,62.14,65.39,58.19,79,100,8.93,RU,2020-08-22 14:22:14,overcast clouds
292,Grand-Santi,4.25,-54.38,89.67,43,0,4.03,GF,2020-08-22 14:22:14,clear sky
293,Tautira,-17.73,-149.15,71.6,94,20,4.7,PF,2020-08-22 14:22:14,few clouds
294,Coquimbo,-29.95,-71.34,50.0,81,90,3.36,CL,2020-08-22 14:22:14,overcast clouds
295,Alta Floresta,-9.88,-56.09,69.8,56,0,6.93,BR,2020-08-22 14:22:14,haze
296,Bokoro,12.38,17.06,80.73,76,100,8.9,TD,2020-08-22 14:22:14,moderate rain
297,Muzaffarabad,34.37,73.47,76.91,68,9,1.19,PK,2020-08-22 14:22:15,clear sky
298,Platteville,42.73,-90.48,68.0,94,1,9.17,US,2020-08-22 14:22:15,clear sky
299,Quatre Cocos,-20.21,57.76,73.4,73,75,12.75,MU,2020-08-22 14:22:15,shower rain
300,Yar-Sale,66.83,70.83,58.28,76,0,8.23,RU,2020-08-22 14:22:15,clear sky
301,Kutum,14.2,24.67,87.55,39,95,11.88,SD,2020-08-22 14:17:57,overcast clouds
302,General Roca,-39.03,-67.58,42.8,70,0,3.36,AR,2020-08-22 14:22:15,clear sky
303,Lichinga,-13.31,35.24,66.2,59,75,10.29,MZ,2020-08-22 14:22:15,broken clouds
304,Gornopravdinsk,60.05,69.9,57.54,76,2,5.46,RU,2020-08-22 14:22:15,clear sky
305,Belaya Gora,68.53,146.42,33.98,92,93,5.55,RU,2020-08-22 14:22:15,overcast clouds
306,Vila Franca Do Campo,37.72,-25.43,77.0,78,20,6.93,PT,2020-08-22 14:22:15,few clouds
307,Harlingen,26.19,-97.7,84.99,78,1,5.82,US,2020-08-22 14:22:16,clear sky
308,Kalat,29.02,66.59,69.66,69,100,2.62,PK,2020-08-22 14:22:16,moderate rain
309,Lebu,-37.62,-73.65,51.49,73,0,7.27,CL,2020-08-22 14:22:16,clear sky
310,Miranda,3.25,-76.23,69.8,100,75,9.17,CO,2020-08-22 14:22:16,broken clouds
311,Sibolga,1.74,98.78,76.59,86,100,5.12,ID,2020-08-22 14:22:16,light rain
312,Graham,47.05,-122.29,55.99,100,90,1.19,US,2020-08-22 14:22:16,light intensity drizzle
313,Basco,20.45,121.97,84.61,76,100,22.12,PH,2020-08-22 14:22:16,moderate rain
314,Ekhabi,53.51,142.97,54.07,86,100,3.27,RU,2020-08-22 14:22:16,overcast clouds
315,Christchurch,-43.53,172.63,50.0,100,94,10.29,NZ,2020-08-22 14:22:16,light rain
316,Sistranda,63.73,8.83,64.4,82,75,8.88,NO,2020-08-22 14:22:17,shower rain
317,Dingle,11.0,122.67,77.36,88,30,2.75,PH,2020-08-22 14:22:17,scattered clouds
318,Dukat,62.55,155.55,31.6,98,100,4.36,RU,2020-08-22 14:22:17,overcast clouds
319,Smithers,54.78,-127.17,50.0,93,75,2.24,CA,2020-08-22 14:22:17,broken clouds
320,Atar,20.52,-13.05,107.44,16,47,11.18,MR,2020-08-22 14:22:17,scattered clouds
321,Samana,19.21,-69.34,78.8,94,75,10.78,DO,2020-08-22 14:22:17,shower rain
322,Cervo,43.67,-7.41,75.99,47,50,12.71,ES,2020-08-22 14:22:17,scattered clouds
323,Mahon,39.89,4.27,84.2,70,75,12.75,ES,2020-08-22 14:22:17,broken clouds
324,Los Llanos De Aridane,28.66,-17.92,84.99,74,0,17.22,ES,2020-08-22 14:17:39,clear sky
325,San Andres,12.58,-81.7,80.6,94,90,2.24,CO,2020-08-22 14:18:02,overcast clouds
326,Cheyenne,41.14,-104.82,73.99,28,1,11.41,US,2020-08-22 14:22:17,haze
327,Qandala,11.47,49.87,91.29,50,5,3.51,SO,2020-08-22 14:22:17,clear sky
328,Lepaera,14.78,-88.58,68.34,94,32,2.77,HN,2020-08-22 14:22:18,scattered clouds
329,Ugoofaaru,5.67,73.0,84.15,64,7,2.75,MV,2020-08-22 14:18:19,clear sky
330,Qasigiannguit,68.82,-51.19,42.8,70,20,4.7,GL,2020-08-22 14:22:18,few clouds
331,Obo,5.4,26.49,81.16,81,100,1.28,CF,2020-08-22 14:22:18,moderate rain
332,Tonantins,-2.87,-67.8,70.21,57,60,4.59,BR,2020-08-22 14:22:18,broken clouds
333,Zambezi,-13.54,23.1,90.34,16,28,8.97,ZM,2020-08-22 14:22:18,scattered clouds
334,Vanimo,-2.67,141.3,79.7,82,40,4.0,PG,2020-08-22 14:22:18,light rain
335,Juneau,58.3,-134.42,54.0,87,90,1.32,US,2020-08-22 14:22:18,fog
336,Patacamaya,-17.23,-67.92,48.92,39,72,3.18,BO,2020-08-22 14:22:18,broken clouds
337,Goderich,43.75,-81.72,80.01,78,0,9.15,CA,2020-08-22 14:22:18,clear sky
338,Birao,10.28,22.79,86.07,69,100,3.13,CF,2020-08-22 14:22:18,moderate rain
339,Turbat,26.0,63.04,93.04,51,72,17.52,PK,2020-08-22 14:22:19,broken clouds
340,Leua,48.22,18.61,90.0,44,0,3.0,SK,2020-08-22 14:22:19,clear sky
341,Khatanga,71.97,102.5,53.94,71,0,7.29,RU,2020-08-22 14:22:19,clear sky
342,San Rafael,-34.62,-68.33,56.03,32,0,9.22,AR,2020-08-22 14:22:19,clear sky
343,Nelson Bay,-32.72,152.15,51.01,61,2,21.92,AU,2020-08-22 14:22:19,clear sky
344,Tommot,58.96,126.29,49.68,67,69,1.9,RU,2020-08-22 14:22:19,broken clouds
345,Chitral,35.85,71.79,80.8,40,1,6.87,PK,2020-08-22 14:22:19,clear sky
346,Hecun,36.53,114.11,70.0,87,16,2.68,CN,2020-08-22 14:22:19,few clouds
347,Hami,42.8,93.45,85.48,19,100,11.68,CN,2020-08-22 14:22:20,overcast clouds
348,Port Keats,-14.25,129.55,73.72,86,0,1.52,AU,2020-08-22 14:22:20,clear sky
349,Half Moon Bay,37.46,-122.43,61.0,100,90,3.36,US,2020-08-22 14:18:20,mist
350,Vikhorevka,56.12,101.16,64.4,55,51,4.47,RU,2020-08-22 14:22:20,broken clouds
351,Abomsa,9.98,39.98,84.06,47,3,7.43,ET,2020-08-22 14:22:20,light rain
352,Bakchar,57.02,82.07,56.68,94,100,5.73,RU,2020-08-22 14:22:20,light rain
353,Mecca,21.43,39.83,104.07,17,0,18.97,SA,2020-08-22 14:20:16,clear sky
354,Nahrin,36.06,69.13,77.04,19,0,3.62,AF,2020-08-22 14:22:20,clear sky
355,Harper,4.38,-7.72,79.02,81,99,12.3,LR,2020-08-22 14:18:04,light rain
356,Buala,-8.14,159.59,81.27,81,100,7.2,SB,2020-08-22 14:22:21,overcast clouds
357,Dubbo,-32.25,148.62,41.0,86,12,13.87,AU,2020-08-22 14:22:21,few clouds
358,Jipijapa,-1.33,-80.58,69.8,88,90,3.36,EC,2020-08-22 14:21:08,overcast clouds
359,Ibiapina,-3.92,-40.89,84.6,44,13,7.96,BR,2020-08-22 14:22:21,few clouds
360,Padang,-0.95,100.35,79.95,77,100,2.57,ID,2020-08-22 14:21:05,moderate rain
361,Suntar,62.14,117.63,48.72,68,0,2.77,RU,2020-08-22 14:22:21,clear sky
362,Ibaiti,-23.85,-50.19,55.99,85,0,4.0,BR,2020-08-22 14:22:21,clear sky
363,Belonia,23.25,91.45,76.78,96,100,5.5,IN,2020-08-22 14:22:21,overcast clouds
364,Sisimiut,66.94,-53.67,51.17,69,12,5.41,GL,2020-08-22 14:22:21,few clouds
365,Novikovo,51.15,37.89,72.36,42,0,9.06,RU,2020-08-22 14:22:22,clear sky
366,Los Zacatones,22.95,-102.05,55.4,87,5,6.93,MX,2020-08-22 14:22:22,clear sky
367,Tomatlan,19.93,-105.25,78.37,93,6,1.95,MX,2020-08-22 14:22:22,clear sky
368,Kieta,-6.22,155.63,79.23,76,100,3.58,PG,2020-08-22 14:22:22,light rain
369,Ishigaki,24.34,124.16,83.46,82,100,36.19,JP,2020-08-22 14:22:22,moderate rain
370,Chara,56.91,118.26,54.64,71,100,3.36,RU,2020-08-22 14:22:22,overcast clouds
371,Mitchell,43.71,-98.03,73.4,88,1,3.36,US,2020-08-22 14:21:11,clear sky
372,Broome,42.25,-75.83,75.0,68,1,3.83,US,2020-08-22 14:22:23,clear sky
373,Iquitos,-3.75,-73.25,62.6,82,90,11.41,PE,2020-08-22 14:22:23,overcast clouds
374,Havoysund,71.0,24.66,68.0,68,40,35.57,NO,2020-08-22 14:22:23,scattered clouds
375,Caravelas,-17.71,-39.25,71.15,89,94,12.77,BR,2020-08-22 14:18:18,light rain
376,Izumo,35.37,132.77,80.6,88,75,16.11,JP,2020-08-22 14:18:16,broken clouds
377,Cabo San Lucas,22.89,-109.91,80.01,78,40,2.24,MX,2020-08-22 14:22:23,scattered clouds
378,Aleksandrov Gay,50.15,48.57,71.6,40,95,12.37,RU,2020-08-22 14:21:04,overcast clouds
379,Darhan,49.49,105.92,61.39,82,0,3.47,MN,2020-08-22 14:22:23,clear sky
380,Shirgaon,19.7,72.7,81.84,86,100,19.24,IN,2020-08-22 14:22:23,light rain
381,Constitucion,-35.33,-72.42,58.59,66,0,1.86,CL,2020-08-22 14:22:23,clear sky
382,Novoagansk,61.94,76.66,53.76,89,72,2.04,RU,2020-08-22 14:22:24,light rain
383,Berezovyy,51.67,135.7,60.48,83,99,4.43,RU,2020-08-22 14:22:24,light rain
384,Tahoua,14.89,5.27,87.8,52,75,11.41,NE,2020-08-22 14:22:24,broken clouds
385,Inca,39.72,2.91,87.8,70,20,12.75,ES,2020-08-22 14:22:24,few clouds
386,Kavaratti,10.57,72.64,83.23,78,11,10.02,IN,2020-08-22 14:22:24,few clouds
387,Partenit,44.58,34.34,75.85,59,23,4.83,UA,2020-08-22 14:22:24,few clouds
388,Richards Bay,-28.78,32.04,76.32,41,0,13.51,ZA,2020-08-22 14:22:24,clear sky
389,Saldanha,-33.01,17.94,68.0,49,0,10.29,ZA,2020-08-22 14:22:25,clear sky
390,Isangel,-19.55,169.27,73.83,87,9,9.22,VU,2020-08-22 14:22:25,clear sky
391,Yaan,7.38,8.57,84.34,67,32,3.76,NG,2020-08-22 14:18:02,scattered clouds
392,Mezen,65.85,44.24,69.8,65,83,3.02,RU,2020-08-22 14:22:25,light rain
393,Maniitsoq,65.42,-52.9,49.82,79,56,8.32,GL,2020-08-22 14:17:59,broken clouds
394,Hambantota,6.12,81.12,82.4,88,40,10.29,LK,2020-08-22 14:22:25,scattered clouds
395,Lagoa,39.05,-27.98,71.37,72,0,7.47,PT,2020-08-22 14:22:25,clear sky
396,Matay,28.42,30.78,100.26,16,0,13.96,EG,2020-08-22 14:22:25,clear sky
397,Kuytun,54.34,101.5,56.3,91,35,5.23,RU,2020-08-22 14:22:25,scattered clouds
398,Kavieng,-2.57,150.8,81.84,76,7,5.53,PG,2020-08-22 14:22:25,light rain
399,Kpandae,8.47,-0.01,82.8,74,76,7.14,GH,2020-08-22 14:22:26,moderate rain
400,Bonthe,7.53,-12.51,80.55,80,100,8.52,SL,2020-08-22 14:22:26,moderate rain
401,Takoradi,4.88,-1.76,80.49,73,20,13.13,GH,2020-08-22 14:22:26,few clouds
402,Shipunovo,52.16,82.22,65.75,46,100,4.18,RU,2020-08-22 14:22:26,overcast clouds
403,Mora,11.05,14.14,89.6,62,40,6.93,CM,2020-08-22 14:22:26,scattered clouds
404,Rongcheng,30.63,117.85,79.2,85,92,1.66,CN,2020-08-22 14:22:26,overcast clouds
405,Karwar,14.8,74.13,79.12,88,100,6.51,IN,2020-08-22 14:22:26,light rain
406,Boyolangu,-8.12,111.89,74.98,89,85,4.74,ID,2020-08-22 14:22:27,overcast clouds
407,Bani Walid,31.76,13.99,96.6,17,0,21.12,LY,2020-08-22 14:22:27,clear sky
408,Sambava,-14.27,50.17,74.52,71,28,15.5,MG,2020-08-22 14:22:27,scattered clouds
409,Itaituba,-4.28,-55.98,86.0,62,0,4.7,BR,2020-08-22 14:22:27,clear sky
410,Wajir,1.75,40.06,89.6,40,75,10.29,KE,2020-08-22 14:22:27,broken clouds
411,Yabelo,4.88,38.08,70.93,50,98,11.03,ET,2020-08-22 14:22:27,overcast clouds
412,Vanavara,60.34,102.28,60.82,76,3,7.52,RU,2020-08-22 14:22:27,clear sky
413,Toktogul,41.87,72.94,73.31,39,0,1.32,KG,2020-08-22 14:22:27,clear sky
414,Birkeland,58.33,8.23,62.6,88,75,16.11,NO,2020-08-22 14:22:27,light intensity shower rain
415,Avera,33.19,-82.53,77.0,71,1,3.36,US,2020-08-22 14:22:27,clear sky
416,Prince Rupert,54.32,-130.32,57.2,87,90,12.75,CA,2020-08-22 14:22:28,light rain
417,Pokhara,28.23,83.98,72.16,85,27,0.58,NP,2020-08-22 14:22:28,light rain
418,Karaton,-6.34,106.1,80.6,61,20,6.93,ID,2020-08-22 14:22:28,few clouds
419,Pontes E Lacerda,-15.23,-59.34,57.15,48,89,7.52,BR,2020-08-22 14:22:28,overcast clouds
420,Arbagar,51.94,116.28,63.84,86,100,4.63,RU,2020-08-22 14:22:28,light rain
421,Manado,1.49,124.85,80.6,78,20,1.12,ID,2020-08-22 14:20:23,few clouds
422,Olafsvik,64.89,-23.71,52.52,62,0,3.38,IS,2020-08-22 14:22:28,clear sky
423,San Felipe,10.34,-68.74,81.9,68,23,6.62,VE,2020-08-22 14:22:28,few clouds
424,Jumla,29.27,82.18,62.89,71,77,2.35,NP,2020-08-22 14:22:29,light rain
425,Vanderhoof,54.02,-124.02,47.71,81,100,6.85,CA,2020-08-22 14:22:29,overcast clouds
426,Brae,60.4,-1.35,55.4,93,75,13.87,GB,2020-08-22 14:22:29,broken clouds
427,Liwale,-9.77,37.93,81.64,35,91,5.86,TZ,2020-08-22 14:22:29,overcast clouds
428,Medvedovskaya,45.45,39.03,81.0,53,40,2.24,RU,2020-08-22 14:22:29,scattered clouds
429,Mahajanga,-15.72,46.32,80.6,61,20,10.29,MG,2020-08-22 14:22:29,few clouds
430,Never,46.99,3.16,77.0,50,97,12.75,FR,2020-08-22 14:22:29,overcast clouds
431,Lehigh Acres,26.63,-81.62,79.0,88,1,3.36,US,2020-08-22 14:22:29,clear sky
432,Megion,61.03,76.11,57.2,87,40,2.24,RU,2020-08-22 14:22:29,scattered clouds
433,Vostok,46.49,135.88,52.32,92,100,3.49,RU,2020-08-22 14:22:29,overcast clouds
434,Chuy,-33.7,-53.46,54.07,47,0,4.09,UY,2020-08-22 14:22:29,clear sky
435,Long,18.08,99.83,75.36,93,100,1.05,TH,2020-08-22 14:22:30,moderate rain
436,San Carlos De Bariloche,-41.15,-71.31,39.2,64,0,4.27,AR,2020-08-22 14:22:30,clear sky
437,Rundu,-17.93,19.77,88.2,13,52,4.74,NA,2020-08-22 14:22:30,broken clouds
438,Russell,32.35,-85.2,78.8,78,75,5.82,US,2020-08-22 14:22:30,broken clouds
439,Ambon,-3.7,128.18,77.0,88,40,3.36,ID,2020-08-22 14:17:37,scattered clouds
440,Ranchpar,40.03,44.37,80.6,32,20,3.36,AM,2020-08-22 14:22:30,few clouds
441,Lake Charles,30.21,-93.2,82.99,78,5,4.29,US,2020-08-22 14:21:39,clear sky
442,Muros,42.78,-9.06,71.01,69,65,13.0,ES,2020-08-22 14:22:30,broken clouds
443,Kidderminster,52.39,-2.25,66.0,85,100,4.0,GB,2020-08-22 14:20:43,light rain
444,Darovskoy,58.77,47.96,67.37,62,1,4.52,RU,2020-08-22 14:22:31,clear sky
445,Nemuro,43.32,145.57,60.17,90,30,5.66,JP,2020-08-22 14:22:31,scattered clouds
446,Cockburn Town,21.46,-71.14,83.97,81,1,20.0,TC,2020-08-22 14:18:31,clear sky
447,Comodoro Rivadavia,-45.87,-67.5,60.8,38,0,26.4,AR,2020-08-22 14:22:31,clear sky
448,Paragominas,-2.97,-47.48,92.3,46,0,3.58,BR,2020-08-22 14:22:31,clear sky
449,Pudozh,61.81,36.53,73.04,47,55,6.15,RU,2020-08-22 14:22:31,broken clouds
450,Nome,64.5,-165.41,51.8,81,90,6.93,US,2020-08-22 14:18:15,overcast clouds
451,Rantauprapat,2.1,99.83,75.06,93,92,1.99,ID,2020-08-22 14:22:31,overcast clouds
452,Huilong,31.81,121.66,86.0,85,6,1.99,CN,2020-08-22 14:22:31,clear sky
453,Mokhsogollokh,61.47,128.92,45.34,62,28,5.93,RU,2020-08-22 14:22:31,scattered clouds
454,Susangerd,31.56,48.18,111.2,8,0,9.17,IR,2020-08-22 14:22:32,clear sky
455,Hirara,24.8,125.28,81.86,86,100,45.3,JP,2020-08-22 14:22:32,moderate rain
456,Xiamen,24.48,118.08,86.0,74,75,6.71,CN,2020-08-22 14:22:32,broken clouds
457,Arman,59.7,150.17,44.24,60,100,10.31,RU,2020-08-22 14:22:32,overcast clouds
458,Churapcha,62.0,132.43,42.84,63,0,6.42,RU,2020-08-22 14:22:32,clear sky
459,Limbang,4.75,115.0,84.2,79,75,3.36,MY,2020-08-22 14:22:32,thunderstorm with light rain
460,Mangai,-4.05,19.53,85.84,50,99,2.62,CD,2020-08-22 14:22:32,overcast clouds
461,Beachwood,41.46,-81.51,80.01,54,5,4.7,US,2020-08-22 14:22:32,clear sky
462,Bethanien,-26.5,17.16,80.33,11,0,14.07,NA,2020-08-22 14:22:32,clear sky
463,Abu Samrah,35.3,37.18,91.31,24,0,21.09,SY,2020-08-22 14:22:32,clear sky
464,Belmonte,-15.86,-38.88,73.4,83,90,6.93,BR,2020-08-22 14:22:33,overcast clouds
465,Chardara,41.25,67.97,86.7,22,0,9.66,KZ,2020-08-22 14:22:33,clear sky
466,Luanda,-8.84,13.23,73.4,83,75,6.93,AO,2020-08-22 14:17:50,broken clouds
